Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Age_group,montly_income_per_year_at_company,Experience_Internal,stagnation_in_role,JobRole_Department
34,0,Travel_Rarely,254,Research & Development,1,2 - College,Life Sciences,2 - Medium,Male,83,2 - Medium,1,Research Scientist,4 - Very High,Married,3622,22794,1,Y,Yes,13,3- Excellent,4 - Very High,1,6,3,3 - Better,6,5,1,3,25-34,517.4285714285714,1.0,0.8333333333333334,Research Scientist_Research & Development
31,1,Travel_Rarely,1365,Sales,13,4 - Master,Medical,2 - Medium,Male,46,3 - High,2,Sales Executive,1 - Low,Divorced,4233,11512,2,Y,No,17,3- Excellent,3 - High,0,9,2,1- Bad,3,1,1,2,25-34,1058.25,0.3333333333333333,0.3333333333333333,Sales Executive_Sales
35,0,Travel_Rarely,538,Research & Development,25,2 - College,Other,1 - Low,Male,54,2 - Medium,2,Laboratory Technician,4 - Very High,Single,3681,14004,4,Y,No,14,3- Excellent,4 - Very High,0,9,3,3 - Better,3,2,0,2,35-44,920.25,0.3333333333333333,0.6666666666666666,Laboratory Technician_Research & Development
31,0,Travel_Rarely,525,Sales,6,4 - Master,Medical,1 - Low,Male,66,4 - Very High,2,Sales Executive,4 - Very High,Divorced,5460,6219,4,Y,No,22,4 - Outstanding,4 - Very High,2,13,4,4 - Best,7,7,5,7,25-34,682.5,0.5384615384615384,1.0,Sales Executive_Sales
27,0,Travel_Rarely,798,Research & Development,6,4 - Master,Medical,1 - Low,Female,66,2 - Medium,1,Research Scientist,3 - High,Divorced,2187,5013,0,Y,No,12,3- Excellent,3 - High,2,6,5,2- Good,5,3,0,3,25-34,364.5,0.8333333333333334,0.6,Research Scientist_Research & Development
37,0,Travel_Rarely,558,Sales,2,3 - Bachelor,Marketing,4 - Very High,Male,75,3 - High,2,Sales Executive,3 - High,Married,9602,3010,4,Y,Yes,11,3- Excellent,3 - High,1,17,3,2- Good,3,0,1,0,35-44,2400.5,0.17647058823529413,0.0,Sales Executive_Sales
20,0,Travel_Rarely,959,Research & Development,1,3 - Bachelor,Life Sciences,4 - Very High,Female,83,2 - Medium,1,Research Scientist,2 - Medium,Single,2836,11757,1,Y,No,13,3- Excellent,4 - Very High,0,1,0,4 - Best,1,0,0,0,18-24,1418.0,1.0,0.0,Research Scientist_Research & Development
42,0,Travel_Rarely,622,Research & Development,2,4 - Master,Life Sciences,3 - High,Female,81,3 - High,2,Healthcare Representative,4 - Very High,Married,4089,5718,1,Y,No,13,3- Excellent,2 - Medium,2,10,4,3 - Better,10,2,2,2,35-44,371.72727272727275,1.0,0.2,Healthcare Representative_Research & Development
43,0,Travel_Rarely,782,Research & Development,6,4 - Master,Other,2 - Medium,Male,50,2 - Medium,4,Research Director,4 - Very High,Divorced,16627,2671,4,Y,Yes,14,3- Excellent,3 - High,1,21,3,2- Good,1,0,0,0,35-44,8313.5,0.047619047619047616,0.0,Research Director_Research & Development
38,0,Travel_Rarely,362,Research & Development,1,1 - Below College,Life Sciences,3 - High,Female,43,3 - High,1,Research Scientist,1 - Low,Single,2619,14561,3,Y,No,17,3- Excellent,4 - Very High,0,8,3,2- Good,0,0,0,0,35-44,2619.0,0.0,0.0,Research Scientist_Research & Development
43,0,Travel_Frequently,1001,Research & Development,9,5 - Doctorate,Medical,4 - Very High,Male,72,3 - High,2,Laboratory Technician,3 - High,Divorced,5679,19627,3,Y,Yes,13,3- Excellent,2 - Medium,1,10,3,3 - Better,8,7,4,7,35-44,631.0,0.8,0.875,Laboratory Technician_Research & Development
48,0,Travel_Rarely,1236,Research & Development,1,4 - Master,Life Sciences,4 - Very High,Female,40,2 - Medium,4,Manager,1 - Low,Married,15402,17997,7,Y,No,11,3- Excellent,1 - Low,1,21,3,1- Bad,3,2,0,2,45-54,3850.5,0.14285714285714285,0.6666666666666666,Manager_Research & Development
44,0,Travel_Rarely,1112,Human Resources,1,4 - Master,Life Sciences,1 - Low,Female,50,2 - Medium,2,Human Resources,3 - High,Single,5985,26894,4,Y,No,11,3- Excellent,2 - Medium,0,10,1,4 - Best,2,2,0,2,35-44,1995.0,0.2,1.0,Human Resources_Human Resources
34,0,Travel_Rarely,204,Sales,14,3 - Bachelor,Technical Degree,3 - High,Female,31,3 - High,1,Sales Representative,3 - High,Divorced,2579,2912,1,Y,Yes,18,3- Excellent,4 - Very High,2,8,3,3 - Better,8,2,0,6,25-34,286.55555555555554,1.0,0.25,Sales Representative_Sales
27,1,Travel_Rarely,1420,Sales,2,1 - Below College,Marketing,3 - High,Male,85,3 - High,1,Sales Representative,1 - Low,Divorced,3041,16346,0,Y,No,11,3- Excellent,2 - Medium,1,5,3,3 - Better,4,3,0,2,25-34,608.2,0.8,0.75,Sales Representative_Sales
21,0,Travel_Rarely,1343,Sales,22,1 - Below College,Technical Degree,3 - High,Male,49,3 - High,1,Sales Representative,3 - High,Single,3447,24444,1,Y,No,11,3- Excellent,3 - High,0,3,2,3 - Better,3,2,1,2,18-24,861.75,1.0,0.6666666666666666,Sales Representative_Sales
44,0,Travel_Rarely,1315,Research & Development,3,4 - Master,Other,4 - Very High,Male,35,3 - High,5,Manager,4 - Very High,Married,19513,9358,4,Y,Yes,12,3- Excellent,1 - Low,1,26,2,4 - Best,2,2,0,1,35-44,6504.333333333333,0.07692307692307693,1.0,Manager_Research & Development
22,0,Travel_Rarely,604,Research & Development,6,1 - Below College,Medical,1 - Low,Male,69,3 - High,1,Research Scientist,3 - High,Married,2773,12145,0,Y,No,20,4 - Outstanding,4 - Very High,0,3,3,3 - Better,2,2,2,2,18-24,924.3333333333334,0.6666666666666666,1.0,Research Scientist_Research & Development
33,0,Travel_Rarely,1216,Sales,8,4 - Master,Marketing,3 - High,Male,39,3 - High,2,Sales Executive,3 - High,Divorced,7104,20431,0,Y,No,12,3- Excellent,4 - Very High,0,6,3,3 - Better,5,0,1,2,25-34,1184.0,0.8333333333333334,0.0,Sales Executive_Sales
32,0,Travel_Rarely,646,Research & Development,9,4 - Master,Life Sciences,1 - Low,Female,92,3 - High,2,Research Scientist,4 - Very High,Married,6322,18089,1,Y,Yes,12,3- Excellent,4 - Very High,1,6,2,2- Good,6,4,0,5,25-34,903.1428571428571,1.0,0.6666666666666666,Research Scientist_Research & Development
30,0,Travel_Frequently,160,Research & Development,3,3 - Bachelor,Medical,3 - High,Female,71,3 - High,1,Research Scientist,3 - High,Divorced,2083,22653,1,Y,No,20,4 - Outstanding,3 - High,1,1,2,3 - Better,1,0,0,0,25-34,1041.5,1.0,0.0,Research Scientist_Research & Development
53,0,Travel_Rarely,238,Sales,1,1 - Below College,Medical,4 - Very High,Female,34,3 - High,2,Sales Executive,1 - Low,Single,8381,7507,7,Y,No,20,4 - Outstanding,4 - Very High,0,18,2,4 - Best,14,7,8,10,45-54,558.7333333333333,0.7777777777777778,0.5,Sales Executive_Sales
34,0,Travel_Rarely,1397,Research & Development,1,5 - Doctorate,Life Sciences,2 - Medium,Male,42,3 - High,1,Research Scientist,4 - Very High,Married,2691,7660,1,Y,No,12,3- Excellent,4 - Very High,1,10,4,2- Good,10,9,8,8,25-34,244.63636363636363,1.0,0.9,Research Scientist_Research & Development
45,1,Travel_Frequently,306,Sales,26,4 - Master,Life Sciences,1 - Low,Female,100,3 - High,2,Sales Executive,1 - Low,Married,4286,5630,2,Y,No,14,3- Excellent,4 - Very High,2,5,4,3 - Better,1,1,0,0,45-54,2143.0,0.2,1.0,Sales Executive_Sales
26,0,Travel_Rarely,991,Research & Development,6,3 - Bachelor,Life Sciences,3 - High,Female,71,3 - High,1,Laboratory Technician,4 - Very High,Married,2659,17759,1,Y,Yes,13,3- Excellent,3 - High,1,3,2,3 - Better,3,2,0,2,25-34,664.75,1.0,0.6666666666666666,Laboratory Technician_Research & Development
37,0,Travel_Rarely,482,Research & Development,3,3 - Bachelor,Other,3 - High,Male,36,3 - High,3,Manufacturing Director,3 - High,Married,9434,9606,1,Y,No,15,3- Excellent,3 - High,1,10,2,3 - Better,10,7,7,8,35-44,857.6363636363636,1.0,0.7,Manufacturing Director_Research & Development
29,0,Travel_Rarely,1176,Sales,3,2 - College,Medical,2 - Medium,Female,62,3 - High,2,Sales Executive,3 - High,Married,5561,3487,1,Y,No,14,3- Excellent,1 - Low,1,6,5,2- Good,6,0,1,2,25-34,794.4285714285714,1.0,0.0,Sales Executive_Sales
35,0,Travel_Rarely,1017,Research & Development,6,4 - Master,Life Sciences,2 - Medium,Male,82,1 - Low,2,Research Scientist,4 - Very High,Single,6646,19368,1,Y,No,13,3- Excellent,2 - Medium,0,17,3,3 - Better,17,11,11,8,35-44,369.22222222222223,1.0,0.6470588235294118,Research Scientist_Research & Development
33,0,Travel_Frequently,1296,Research & Development,6,3 - Bachelor,Life Sciences,3 - High,Male,30,3 - High,2,Healthcare Representative,4 - Very High,Divorced,7725,5335,3,Y,No,23,4 - Outstanding,3 - High,1,15,2,1- Bad,13,11,4,7,25-34,551.7857142857143,0.8666666666666667,0.8461538461538461,Healthcare Representative_Research & Development
54,0,Travel_Rarely,397,Human Resources,19,4 - Master,Medical,3 - High,Male,88,3 - High,3,Human Resources,2 - Medium,Married,10725,6729,2,Y,No,15,3- Excellent,3 - High,1,16,1,4 - Best,9,7,7,1,45-54,1072.5,0.5625,0.7777777777777778,Human Resources_Human Resources
36,0,Travel_Rarely,913,Research & Development,9,2 - College,Medical,2 - Medium,Male,48,2 - Medium,2,Manufacturing Director,2 - Medium,Divorced,8847,13934,2,Y,Yes,11,3- Excellent,3 - High,1,13,2,3 - Better,3,2,0,2,35-44,2211.75,0.23076923076923078,0.6666666666666666,Manufacturing Director_Research & Development
27,0,Travel_Rarely,1115,Research & Development,3,4 - Master,Medical,1 - Low,Male,54,2 - Medium,1,Research Scientist,4 - Very High,Single,2045,15174,0,Y,No,13,3- Excellent,4 - Very High,0,5,0,3 - Better,4,2,1,1,25-34,409.0,0.8,0.5,Research Scientist_Research & Development
20,1,Travel_Rarely,1362,Research & Development,10,1 - Below College,Medical,4 - Very High,Male,32,3 - High,1,Research Scientist,3 - High,Single,1009,26999,1,Y,Yes,11,3- Excellent,4 - Very High,0,1,5,3 - Better,1,0,1,1,18-24,504.5,1.0,0.0,Research Scientist_Research & Development
33,1,Travel_Frequently,1076,Research & Development,3,3 - Bachelor,Life Sciences,1 - Low,Male,70,3 - High,1,Research Scientist,1 - Low,Single,3348,3164,1,Y,Yes,11,3- Excellent,1 - Low,0,10,3,3 - Better,10,8,9,7,25-34,304.3636363636364,1.0,0.8,Research Scientist_Research & Development
35,0,Non-Travel,727,Research & Development,3,3 - Bachelor,Life Sciences,3 - High,Male,41,2 - Medium,1,Laboratory Technician,3 - High,Married,1281,16900,1,Y,No,18,3- Excellent,3 - High,2,1,3,3 - Better,1,0,0,0,35-44,640.5,1.0,0.0,Laboratory Technician_Research & Development
23,0,Travel_Rarely,885,Research & Development,4,3 - Bachelor,Medical,1 - Low,Male,58,4 - Very High,1,Research Scientist,1 - Low,Married,2819,8544,2,Y,No,16,3- Excellent,1 - Low,1,5,3,4 - Best,3,2,0,2,18-24,704.75,0.6,0.6666666666666666,Research Scientist_Research & Development
25,0,Travel_Rarely,810,Sales,8,3 - Bachelor,Life Sciences,4 - Very High,Male,57,4 - Very High,2,Sales Executive,2 - Medium,Married,4851,15678,0,Y,No,22,4 - Outstanding,3 - High,1,4,4,3 - Better,3,2,1,2,25-34,1212.75,0.75,0.6666666666666666,Sales Executive_Sales
38,0,Travel_Rarely,243,Sales,7,4 - Master,Marketing,4 - Very High,Female,46,2 - Medium,2,Sales Executive,4 - Very High,Single,4028,7791,0,Y,No,20,4 - Outstanding,1 - Low,0,8,2,3 - Better,7,7,0,5,35-44,503.5,0.875,1.0,Sales Executive_Sales
29,0,Travel_Frequently,806,Research & Development,1,4 - Master,Life Sciences,2 - Medium,Male,76,1 - Low,1,Research Scientist,4 - Very High,Divorced,2720,18959,1,Y,No,18,3- Excellent,4 - Very High,1,10,5,3 - Better,10,7,2,8,25-34,247.27272727272728,1.0,0.7,Research Scientist_Research & Development
48,0,Travel_Rarely,817,Sales,2,1 - Below College,Marketing,2 - Medium,Male,56,4 - Very High,2,Sales Executive,2 - Medium,Married,8120,18597,3,Y,No,12,3- Excellent,4 - Very High,0,12,3,3 - Better,2,2,2,2,45-54,2706.6666666666665,0.16666666666666666,1.0,Sales Executive_Sales
27,0,Travel_Frequently,1410,Sales,3,1 - Below College,Medical,4 - Very High,Female,71,4 - Very High,2,Sales Executive,4 - Very High,Divorced,4647,16673,1,Y,Yes,20,4 - Outstanding,2 - Medium,2,6,3,3 - Better,6,5,0,4,25-34,663.8571428571429,1.0,0.8333333333333334,Sales Executive_Sales
37,0,Travel_Rarely,1225,Research & Development,10,2 - College,Life Sciences,4 - Very High,Male,80,4 - Very High,1,Research Scientist,4 - Very High,Single,4680,15232,3,Y,No,17,3- Excellent,1 - Low,0,4,2,3 - Better,1,0,0,0,35-44,2340.0,0.25,0.0,Research Scientist_Research & Development
50,0,Travel_Rarely,1207,Research & Development,28,1 - Below College,Medical,4 - Very High,Male,74,4 - Very High,1,Laboratory Technician,3 - High,Married,3221,3297,1,Y,Yes,11,3- Excellent,3 - High,3,20,3,3 - Better,20,8,3,8,45-54,153.38095238095238,1.0,0.4,Laboratory Technician_Research & Development
34,0,Travel_Rarely,1442,Research & Development,9,3 - Bachelor,Medical,4 - Very High,Female,46,2 - Medium,3,Healthcare Representative,2 - Medium,Single,8621,17654,1,Y,No,14,3- Excellent,2 - Medium,0,9,3,4 - Best,8,7,7,7,25-34,957.8888888888889,0.8888888888888888,0.875,Healthcare Representative_Research & Development
24,1,Travel_Rarely,693,Sales,3,2 - College,Life Sciences,1 - Low,Female,65,3 - High,2,Sales Executive,3 - High,Single,4577,24785,9,Y,No,14,3- Excellent,1 - Low,0,4,3,3 - Better,2,2,2,0,18-24,1525.6666666666667,0.5,1.0,Sales Executive_Sales
39,0,Travel_Rarely,408,Research & Development,2,4 - Master,Technical Degree,4 - Very High,Female,80,2 - Medium,2,Healthcare Representative,3 - High,Single,4553,20978,1,Y,No,11,3- Excellent,1 - Low,0,20,4,3 - Better,20,7,11,10,35-44,216.8095238095238,1.0,0.35,Healthcare Representative_Research & Development
32,0,Travel_Rarely,929,Sales,10,3 - Bachelor,Marketing,4 - Very High,Male,55,3 - High,2,Sales Executive,4 - Very High,Single,5396,21703,1,Y,No,12,3- Excellent,4 - Very High,0,10,2,2- Good,10,7,0,8,25-34,490.54545454545456,1.0,0.7,Sales Executive_Sales
50,1,Travel_Frequently,562,Sales,8,2 - College,Technical Degree,2 - Medium,Male,50,3 - High,2,Sales Executive,3 - High,Married,6796,23452,3,Y,Yes,14,3- Excellent,1 - Low,1,18,4,3 - Better,4,3,1,3,45-54,1359.2,0.2222222222222222,0.75,Sales Executive_Sales
38,0,Travel_Rarely,827,Research & Development,1,4 - Master,Life Sciences,2 - Medium,Female,33,4 - Very High,2,Healthcare Representative,4 - Very High,Single,7625,19383,0,Y,No,13,3- Excellent,3 - High,0,10,4,2- Good,9,7,1,8,35-44,762.5,0.9,0.7777777777777778,Healthcare Representative_Research & Development
27,0,Travel_Rarely,608,Research & Development,1,2 - College,Life Sciences,3 - High,Female,68,3 - High,3,Manufacturing Director,1 - Low,Married,7412,6009,1,Y,No,11,3- Excellent,4 - Very High,0,9,3,3 - Better,9,7,0,7,25-34,741.2,1.0,0.7777777777777778,Manufacturing Director_Research & Development
32,0,Travel_Rarely,1018,Research & Development,3,2 - College,Life Sciences,3 - High,Female,39,3 - High,3,Research Director,4 - Very High,Single,11159,19373,3,Y,No,15,3- Excellent,4 - Very High,0,10,6,3 - Better,7,7,7,7,25-34,1394.875,0.7,1.0,Research Director_Research & Development
47,0,Travel_Rarely,703,Sales,14,4 - Master,Marketing,4 - Very High,Male,42,3 - High,2,Sales Executive,1 - Low,Single,4960,11825,2,Y,No,12,3- Excellent,4 - Very High,0,20,2,3 - Better,7,7,1,7,45-54,620.0,0.35,1.0,Sales Executive_Sales
40,0,Travel_Frequently,580,Sales,5,4 - Master,Life Sciences,4 - Very High,Male,48,2 - Medium,3,Sales Executive,1 - Low,Married,10475,23772,5,Y,Yes,21,4 - Outstanding,3 - High,1,20,2,3 - Better,18,13,1,12,35-44,551.3157894736842,0.9,0.7222222222222222,Sales Executive_Sales
53,0,Travel_Rarely,970,Research & Development,7,3 - Bachelor,Life Sciences,3 - High,Male,59,4 - Very High,4,Research Director,3 - High,Married,14814,13514,3,Y,No,19,3- Excellent,3 - High,0,32,3,3 - Better,5,1,1,3,45-54,2469.0,0.15625,0.2,Research Director_Research & Development
41,0,Travel_Rarely,427,Human Resources,10,4 - Master,Human Resources,2 - Medium,Male,73,2 - Medium,5,Manager,4 - Very High,Divorced,19141,8861,3,Y,No,15,3- Excellent,2 - Medium,3,23,2,2- Good,21,6,12,6,35-44,870.0454545454545,0.9130434782608695,0.2857142857142857,Manager_Human Resources
60,0,Travel_Rarely,1179,Sales,16,4 - Master,Marketing,1 - Low,Male,84,3 - High,2,Sales Executive,1 - Low,Single,5405,11924,8,Y,No,14,3- Excellent,4 - Very High,0,10,1,3 - Better,2,2,2,2,55-64,1801.6666666666667,0.2,1.0,Sales Executive_Sales
27,0,Travel_Frequently,294,Research & Development,10,2 - College,Life Sciences,4 - Very High,Male,32,3 - High,3,Manufacturing Director,1 - Low,Divorced,8793,4809,1,Y,No,21,4 - Outstanding,3 - High,2,9,4,2- Good,9,7,1,7,25-34,879.3,1.0,0.7777777777777778,Manufacturing Director_Research & Development
41,0,Travel_Rarely,314,Human Resources,1,3 - Bachelor,Human Resources,4 - Very High,Male,59,2 - Medium,5,Manager,3 - High,Married,19189,19562,1,Y,No,12,3- Excellent,2 - Medium,1,22,3,3 - Better,22,7,2,10,35-44,834.304347826087,1.0,0.3181818181818182,Manager_Human Resources
50,0,Travel_Rarely,316,Sales,8,4 - Master,Marketing,4 - Very High,Male,54,3 - High,1,Sales Representative,2 - Medium,Married,3875,9983,7,Y,No,15,3- Excellent,4 - Very High,1,4,2,3 - Better,2,2,2,2,45-54,1291.6666666666667,0.5,1.0,Sales Representative_Sales
28,1,Travel_Rarely,654,Research & Development,1,2 - College,Life Sciences,1 - Low,Female,67,1 - Low,1,Research Scientist,2 - Medium,Single,2216,3872,7,Y,Yes,13,3- Excellent,4 - Very High,0,10,4,3 - Better,7,7,3,7,25-34,277.0,0.7,1.0,Research Scientist_Research & Development
36,0,Non-Travel,427,Research & Development,8,3 - Bachelor,Life Sciences,1 - Low,Female,63,4 - Very High,3,Research Director,1 - Low,Married,11713,20335,9,Y,No,14,3- Excellent,1 - Low,1,10,2,3 - Better,8,7,0,5,35-44,1301.4444444444443,0.8,0.875,Research Director_Research & Development
38,0,Travel_Rarely,168,Research & Development,1,3 - Bachelor,Life Sciences,3 - High,Female,81,3 - High,3,Manufacturing Director,3 - High,Single,7861,15397,4,Y,Yes,14,3- Excellent,4 - Very High,0,10,4,4 - Best,1,0,0,0,35-44,3930.5,0.1,0.0,Manufacturing Director_Research & Development
44,0,Non-Travel,381,Research & Development,24,3 - Bachelor,Medical,1 - Low,Male,49,1 - Low,1,Laboratory Technician,3 - High,Single,3708,2104,2,Y,No,14,3- Excellent,3 - High,0,9,5,3 - Better,5,2,1,4,35-44,618.0,0.5555555555555556,0.4,Laboratory Technician_Research & Development
47,0,Travel_Frequently,217,Sales,3,3 - Bachelor,Medical,4 - Very High,Female,49,3 - High,4,Sales Executive,3 - High,Divorced,13770,10225,9,Y,Yes,12,3- Excellent,4 - Very High,2,28,2,2- Good,22,2,11,13,45-54,598.695652173913,0.7857142857142857,0.09090909090909091,Sales Executive_Sales
30,0,Travel_Rarely,501,Sales,27,5 - Doctorate,Marketing,3 - High,Male,99,3 - High,2,Sales Executive,4 - Very High,Divorced,5304,25275,7,Y,No,23,4 - Outstanding,4 - Very High,1,10,2,2- Good,8,7,7,7,25-34,589.3333333333334,0.8,0.875,Sales Executive_Sales
29,0,Travel_Rarely,1396,Sales,10,3 - Bachelor,Life Sciences,3 - High,Male,99,3 - High,1,Sales Representative,3 - High,Single,2642,2755,1,Y,No,11,3- Excellent,3 - High,0,1,6,3 - Better,1,0,0,0,25-34,1321.0,1.0,0.0,Sales Representative_Sales
42,1,Travel_Frequently,933,Research & Development,19,3 - Bachelor,Medical,3 - High,Male,57,4 - Very High,1,Research Scientist,3 - High,Divorced,2759,20366,6,Y,Yes,12,3- Excellent,4 - Very High,0,7,2,3 - Better,2,2,2,2,35-44,919.6666666666666,0.2857142857142857,1.0,Research Scientist_Research & Development
43,0,Travel_Frequently,775,Sales,15,3 - Bachelor,Life Sciences,4 - Very High,Male,47,2 - Medium,2,Sales Executive,4 - Very High,Married,6804,23683,3,Y,No,18,3- Excellent,3 - High,1,7,5,3 - Better,2,2,2,2,35-44,2268.0,0.2857142857142857,1.0,Sales Executive_Sales
34,0,Travel_Rarely,970,Research & Development,8,2 - College,Medical,2 - Medium,Female,96,3 - High,2,Healthcare Representative,3 - High,Single,6142,7360,3,Y,No,11,3- Excellent,4 - Very High,0,10,2,3 - Better,5,1,4,3,25-34,1023.6666666666666,0.5,0.2,Healthcare Representative_Research & Development
23,0,Travel_Rarely,650,Research & Development,9,1 - Below College,Medical,2 - Medium,Male,37,3 - High,1,Laboratory Technician,1 - Low,Married,2500,4344,1,Y,No,14,3- Excellent,4 - Very High,1,5,2,4 - Best,4,3,0,2,18-24,500.0,0.8,0.75,Laboratory Technician_Research & Development
39,0,Travel_Rarely,141,Human Resources,3,3 - Bachelor,Human Resources,3 - High,Female,44,4 - Very High,2,Human Resources,2 - Medium,Married,6389,18767,9,Y,No,15,3- Excellent,3 - High,1,12,3,1- Bad,8,3,3,6,35-44,709.8888888888889,0.6666666666666666,0.375,Human Resources_Human Resources
56,0,Travel_Rarely,832,Research & Development,9,3 - Bachelor,Medical,3 - High,Male,81,3 - High,4,Healthcare Representative,4 - Very High,Married,11103,20420,7,Y,No,11,3- Excellent,3 - High,0,30,1,2- Good,10,7,1,1,55-64,1009.3636363636364,0.3333333333333333,0.7,Healthcare Representative_Research & Development
40,0,Travel_Rarely,804,Research & Development,2,1 - Below College,Medical,4 - Very High,Female,86,2 - Medium,1,Research Scientist,4 - Very High,Single,2342,22929,0,Y,Yes,20,4 - Outstanding,4 - Very High,0,5,2,2- Good,4,2,2,3,35-44,468.4,0.8,0.5,Research Scientist_Research & Development
